Node 1 (id),Node 2 (id),Path,Delay (mks)
88,29,"[88, 95, 87, 67, 98, 97, 76, 77, 78, 85, 84, 25, 29]",5474.90079
88,30,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 8, 0, 10, 13, 12, 30]",9576.3586
88,31,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 8, 0, 10, 13, 12, 11, 31]",10093.03272
88,32,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 132, 131, 32]",10396.5254
88,33,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 132, 131, 32, 117, 33]",11829.09807
88,34,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 8, 0, 10, 13, 12, 11, 31, 34]",10809.60662
88,35,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 8, 0, 10, 13, 12, 30, 14, 35]",11652.14952
88,36,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 132, 131, 32, 117, 33, 38, 39, 36]",13015.74077
88,37,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 132, 131, 32, 117, 33, 38, 39, 36, 37]",13603.56183
88,38,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 132, 131, 32, 117, 33, 38]",12097.28031
88,39,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 132, 131, 32, 117, 33, 38, 39]",12622.82818
88,40,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49, 48, 45, 124, 46, 47, 40]",9223.30496
88,41,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49, 48, 45, 124, 46, 41]",8926.22072
88,42,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49, 48, 45, 124, 46, 47, 107, 86, 83, 141, 108, 42]",11164.16956
88,43,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49, 48, 45, 124, 46, 47, 107, 86, 83, 141, 108, 43]",10960.30732
88,44,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49, 48, 45, 124, 46, 44]",8856.76756
88,45,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49, 48, 45]",8489.7946
88,46,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49, 48, 45, 124, 46]",8799.04554
88,47,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49, 48, 45, 124, 46, 47]",9008.46546
88,48,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49, 48]",7977.34079
88,49,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49]",7584.09047
88,50,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 50]",8606.70697
88,51,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 51]",8530.83639
88,52,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52]",9077.13072
88,53,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53]",8789.0677
88,54,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 70, 54]",9859.36022
88,55,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 55]",9688.7893
88,56,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56]",6991.11779
88,57,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57]",6375.51414
88,58,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58]",8067.92228
88,59,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59]",7562.05662
88,60,"[88, 95, 87, 67, 98, 65, 64, 62, 61, 60]",4909.89336
88,61,"[88, 95, 87, 67, 98, 65, 64, 62, 61]",3922.32514
88,62,"[88, 95, 87, 67, 98, 65, 64, 62]",3648.41568
88,63,"[88, 95, 87, 67, 98, 65, 64, 62, 63]",3970.31674
88,64,"[88, 95, 87, 67, 98, 65, 64]",2966.05037
88,65,"[88, 95, 87, 67, 98, 65]",2155.40271
88,66,"[88, 95, 87, 67, 98, 66]",2484.46527
88,67,"[88, 95, 87, 67]",1174.97683
88,68,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 8, 0, 10, 13, 12, 30, 14, 35, 68]",12998.52024
88,69,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 8, 0, 10, 13, 12, 30, 14, 35, 68, 69]",13257.57734
88,70,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 70]",9077.13072
88,71,"[88, 93, 120, 73, 72, 71]",3086.59536
88,72,"[88, 93, 120, 73, 72]",2654.85254
88,73,"[88, 93, 120, 73]",2296.82568
88,74,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 55, 74]",10417.68034
88,75,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 82, 75]",6324.94546
88,76,"[88, 95, 87, 67, 98, 97, 76]",2892.83602
88,77,"[88, 95, 87, 67, 98, 97, 76, 77]",3428.86095
88,78,"[88, 95, 87, 67, 98, 97, 76, 77, 78]",3879.88959
88,79,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 8, 0, 10, 13, 12, 30, 14, 35, 68, 69, 79]",15219.98692
88,80,"[88, 95, 87, 67, 98, 65, 64, 62, 63, 80]",4517.3532
88,81,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81]",5189.66588
88,82,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 82]",5427.07815
88,83,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49, 48, 45, 124, 46, 47, 107, 86, 83]",9955.04855
88,84,"[88, 95, 87, 67, 98, 97, 76, 77, 78, 85, 84]",4607.99837
88,85,"[88, 95, 87, 67, 98, 97, 76, 77, 78, 85]",4412.2345
88,86,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49, 48, 45, 124, 46, 47, 107, 86]",9764.96826
88,87,"[88, 95, 87]",520.66099
88,88,[88],0
88,89,"[88, 95, 87, 67, 98, 97, 76, 77, 102, 101, 104, 103, 106, 105, 91, 90, 89]",7219.41932
88,90,"[88, 95, 87, 67, 98, 97, 76, 77, 102, 101, 104, 103, 106, 105, 91, 90]",6976.6837
88,91,"[88, 95, 87, 67, 98, 97, 76, 77, 102, 101, 104, 103, 106, 105, 91]",6632.92503
88,92,"[88, 95, 87, 67, 98, 97, 76, 77, 102, 101, 104, 103, 106, 105, 91, 92]",6926.71556
88,93,"[88, 93]",802.35106
88,94,"[88, 94]",350.57347
88,95,"[88, 95]",250.5552
88,96,"[88, 93, 120, 73, 96]",2764.96493
88,97,"[88, 95, 87, 67, 98, 97]",2369.89911
88,98,"[88, 95, 87, 67, 98]",1753.84277
88,99,"[88, 95, 87, 67, 98, 97, 76, 99]",3564.51586
88,100,"[88, 95, 87, 67, 98, 100]",2149.21248
88,101,"[88, 95, 87, 67, 98, 97, 76, 77, 102, 101]",4867.53236
88,102,"[88, 95, 87, 67, 98, 97, 76, 77, 102]",4002.39409
88,103,"[88, 95, 87, 67, 98, 97, 76, 77, 102, 101, 104, 103]",5448.79292
88,104,"[88, 95, 87, 67, 98, 97, 76, 77, 102, 101, 104]",5156.52884
88,105,"[88, 95, 87, 67, 98, 97, 76, 77, 102, 101, 104, 103, 106, 105]",6110.66252
88,106,"[88, 95, 87, 67, 98, 97, 76, 77, 102, 101, 104, 103, 106]",5789.21511
88,107,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49, 48, 45, 124, 46, 47, 107]",9382.40236
88,108,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49, 48, 45, 124, 46, 47, 107, 86, 83, 141, 108]",10817.15673
88,109,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 132, 131, 32, 117, 112, 110, 109]",12249.68046
88,110,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 132, 131, 32, 117, 112, 110]",11639.35595
88,111,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 132, 131, 32, 117, 112, 110, 111]",11992.59438
88,112,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 132, 131, 32, 117, 112]",11393.09886
88,113,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 132, 131, 32, 117, 112, 110, 109, 116, 115, 113]",13279.05735
88,114,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 132, 131, 32, 117, 112, 110, 109, 116, 115, 113, 114]",13536.26252
88,115,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 132, 131, 32, 117, 112, 110, 109, 116, 115]",12925.05879
88,116,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 132, 131, 32, 117, 112, 110, 109, 116]",12520.78129
88,117,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 132, 131, 32, 117]",11275.06873
88,118,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 70, 118]",9077.13072
88,119,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49, 48, 45, 124, 46, 123, 122, 119]",10192.06866
88,120,"[88, 93, 120]",1316.97389
88,121,"[88, 93, 120, 125, 127, 128, 121]",3623.16687
88,122,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49, 48, 45, 124, 46, 123, 122]",9674.00528
88,123,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49, 48, 45, 124, 46, 123]",9442.61077
88,124,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49, 48, 45, 124]",8699.82863
88,125,"[88, 93, 120, 125]",2080.30723
88,126,"[88, 93, 120, 125, 127, 126]",3309.67642
88,127,"[88, 93, 120, 125, 127]",2605.70165
88,128,"[88, 93, 120, 125, 127, 128]",3006.31978
88,129,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 132, 131, 32, 117, 112, 110, 109, 116, 115, 113, 129]",13666.48023
88,130,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 132, 131, 32, 117, 112, 110, 109, 116, 115, 113, 129, 130]",14524.49828
88,131,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 132, 131]",10188.74943
88,132,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 132]",9947.75525
88,133,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 133]",9843.52627
88,134,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 132, 131, 32, 117, 112, 110, 109, 116, 115, 113, 129, 130, 134]",15263.90684
88,135,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 51, 136, 135]",9307.50917
88,136,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 51, 136]",9016.58213
88,137,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49, 48, 45, 124, 46, 47, 107, 86, 83, 141, 140, 138, 137]",11263.2187
88,138,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49, 48, 45, 124, 46, 47, 107, 86, 83, 141, 140, 138]",10844.44112
88,139,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49, 48, 45, 124, 46, 47, 107, 86, 83, 141, 140, 138, 137, 139]",11759.84825
88,140,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49, 48, 45, 124, 46, 47, 107, 86, 83, 141, 140]",10655.04858
88,141,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49, 48, 45, 124, 46, 47, 107, 86, 83, 141]",10396.38484
88,142,"[88, 93, 120, 73, 72, 71, 15, 18, 9, 7, 6, 5, 2, 3, 49, 48, 45, 124, 46, 47, 107, 86, 83, 141, 142]",10793.28638
88,143,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 132, 131, 32, 117, 112, 110, 109, 116, 115, 113, 129, 143]",14202.97695
88,144,"[88, 95, 87, 67, 98, 97, 76, 24, 27, 81, 57, 56, 59, 58, 53, 52, 132, 131, 32, 117, 112, 110, 109, 116, 115, 113, 129, 144]",13968.90481
