Node 1 (id),Node 1 (label),Node 1 (longitude),Node 1 (latitude),Node 2 (id),Node 2 (label),Node 2 (longitude),Node 2 (latitude),Distance (km),Delay (mks)
11,Celaya,-100.81667,20.51667,55,Irapuato,-101.35,20.68333,58.52322,280.91146
11,Celaya,-100.81667,20.51667,60,Queretaro,-100.38333,20.6,46.05819,221.07931
11,Celaya,-100.81667,20.51667,60,Queretaro,-100.38333,20.6,46.05819,221.07931
12,Jilotepec,-99.53472,19.95278,59,Toluca,-99.66722,19.28833,75.17552,360.8425
12,Jilotepec,-99.53472,19.95278,66,Salvatierra,-100.88333,20.21667,143.86274,690.54115
13,Yurecuaro,-102.3,20.33333,36,Ixtlan,-102.4,20.18333,19.67273,94.4291
13,Yurecuaro,-102.3,20.33333,55,Irapuato,-101.35,20.68333,106.31892,510.33082
13,Yurecuaro,-102.3,20.33333,75,Guadalajara,-103.33333,20.66667,113.82812,546.37498
14,Irolo,-98.59028,19.73472,19,Mexico,-99.12766,19.42847,65.79587,315.82018
14,Irolo,-98.59028,19.73472,58,Puebla,-98.2,19.05,86.44395,414.93096
15,Rio Fro,-98.66667,19.35,19,Mexico,-99.12766,19.42847,49.13351,235.84085
15,Rio Fro,-98.66667,19.35,19,Mexico,-99.12766,19.42847,49.13351,235.84085
15,Rio Fro,-98.66667,19.35,58,Puebla,-98.2,19.05,59.28123,284.5499
15,Rio Fro,-98.66667,19.35,58,Puebla,-98.2,19.05,59.28123,284.5499
16,Gral Bravo,-99.16667,25.8,18,Monterrey,-100.31667,25.66667,116.14192,557.48122
16,Gral Bravo,-99.16667,25.8,63,Reynosa,-98.28333,26.08333,93.77621,450.12581
17,San Miguel,<hyperedge>,<hyperedge>,49,Tilden,-98.54918,28.46194,<hyperedge>,<hyperedge>
17,San Miguel,<hyperedge>,<hyperedge>,78,San Antonio Rotary,-98.49363,29.42412,<hyperedge>,<hyperedge>
18,Monterrey,-100.31667,25.66667,21,Candela,-100.66667,26.83333,134.34014,644.83267
18,Monterrey,-100.31667,25.66667,22,La Sauceda,-101.3,25.83333,100.21164,481.01587
18,Monterrey,-100.31667,25.66667,31,Saltillo,-101.0,25.41667,73.9786,355.09728
18,Monterrey,-100.31667,25.66667,31,Saltillo,-101.0,25.41667,73.9786,355.09728
19,Mexico,-99.12766,19.42847,32,Cuernavaca,-99.25,18.91667,58.34205,280.04184
19,Mexico,-99.12766,19.42847,32,Cuernavaca,-99.25,18.91667,58.34205,280.04184
19,Mexico,-99.12766,19.42847,33,Nopala,-99.65,20.25,106.44085,510.91608
19,Mexico,-99.12766,19.42847,38,Jilotepec,-99.53472,19.95278,72.21558,346.63478
19,Mexico,-99.12766,19.42847,59,Toluca,-99.66722,19.28833,58.71008,281.80838
19,Mexico,-99.12766,19.42847,59,Toluca,-99.66722,19.28833,58.71008,281.80838
20,Talia,-102.4,25.71667,22,La Sauceda,-101.3,25.83333,110.90607,532.34914
20,Talia,-102.4,25.71667,48,Torreon,-103.43333,25.55,105.23701,505.13765
21,Candela,-100.66667,26.83333,61,Nuevo Laredo,-99.51667,27.5,135.78647,651.77506
23,El Salado,-100.86667,24.3,25,Laguna Seca,-100.95,23.28333,113.36602,544.1569
23,El Salado,-100.86667,24.3,31,Saltillo,-101.0,25.41667,124.89455,599.49384
24,San Rafael,-99.71667,25.23333,28,Jesus M Aguirre,-100.36667,24.4,113.53323,544.9595
24,San Rafael,-99.71667,25.23333,31,Saltillo,-101.0,25.41667,130.58631,626.81429
26,Matehlala,-100.65,23.65,27,El Huizache,-100.46667,22.93333,81.86018,392.92886
26,Matehlala,-100.65,23.65,28,Jesus M Aguirre,-100.36667,24.4,88.22096,423.46061
29,SN Jose De Gracia,-104.3,21.03333,75,Guadalajara,-103.33333,20.66667,108.40832,520.35994
30,Ruiz,-105.15,21.95,45,Escuinapa,-105.8,22.85,120.33403,577.60334
33,Nopala,-99.65,20.25,60,Queretaro,-100.38333,20.6,85.75543,411.62606
34,Tijuana,-117.01667,32.53333,79,San Diego,-117.15726,32.71533,24.14351,115.88885
34,Tijuana,-117.01667,32.53333,81,Ensenada,-116.61667,31.86667,83.13629,399.05419
34,Tijuana,-117.01667,32.53333,82,Mexicali,-115.46833,32.65194,145.65191,699.12917
35,Navojoa,-109.43333,27.1,40,San Blas,-108.76667,26.08333,131.04896,629.03501
35,Navojoa,-109.43333,27.1,53,CD Obregon,-109.93333,27.48333,65.25353,313.21694
36,Ixtlan,-102.4,20.18333,80,Zamora,-102.26667,19.98333,26.2384,125.94432
37,S Juan Del Rio,-100.0,20.38333,38,Jilotepec,-99.53472,19.95278,68.19466,327.33437
37,S Juan Del Rio,-100.0,20.38333,60,Queretaro,-100.38333,20.6,46.63296,223.83821
38,Jilotepec,-99.53472,19.95278,59,Toluca,-99.66722,19.28833,75.17552,360.8425
39,Los Mochis,-108.96667,25.76667,40,San Blas,-108.76667,26.08333,40.49509,194.37643
40,San Blas,-108.76667,26.08333,41,Leon Fonseca,-108.35,25.73333,57.02125,273.702
41,Leon Fonseca,-108.35,25.73333,42,Guasave,-108.45,25.56667,21.06895,101.13096
41,Leon Fonseca,-108.35,25.73333,43,Guamuchil,-108.1,25.46667,38.82897,186.37906
46,Artesia Wells,-99.28448,28.28,47,Moore,-99.01031,29.05524,90.25749,433.23595
46,Artesia Wells,-99.28448,28.28,69,Laredo,-99.51667,27.5,89.68367,430.48162
47,Moore,-99.01031,29.05524,78,San Antonio Rotary,-98.49363,29.42412,64.77365,310.91352
48,Torreon,-103.43333,25.55,54,Yerbanis,-103.84306,24.73778,99.28582,476.57194
49,Tilden,-98.54918,28.46194,72,Alice,-98.06972,27.75225,91.86302,440.9425
50,San Isidro,-98.4539,26.71672,62,Hidalgo,-98.23001,26.20341,61.2745,294.1176
50,San Isidro,-98.4539,26.71672,70,Mirando City,-99.00114,27.43975,96.94919,465.35611
51,Hebbronville,-98.67835,27.30671,67,MA,-99.00114,27.43975,35.13939,168.66907
51,Hebbronville,-98.67835,27.30671,72,Alice,-98.06972,27.75225,77.82031,373.53749
52,San Diego Del Union,-100.86667,21.46667,60,Queretaro,-100.38333,20.6,108.64346,521.48861
55,Irapuato,-101.35,20.68333,66,Salvatierra,-100.88333,20.21667,71.10962,341.32618
56,Benjamin Hill,-111.1,30.16667,83,Nogales,-110.93333,31.33333,130.70069,627.36331
57,Jalapa,-96.91667,19.53333,58,Puebla,-98.2,19.05,145.01301,696.06245
57,Jalapa,-96.91667,19.53333,64,Veracruz,-96.13333,19.2,90.14675,432.7044
61,Nuevo Laredo,-99.51667,27.5,69,Laredo,-99.51667,27.5,0.0,0.0
62,Hidalgo,-98.23001,26.20341,63,Reynosa,-98.28333,26.08333,14.37397,68.99506
67,MA,-99.00114,27.43975,68,None,<hyperedge>,<hyperedge>,<hyperedge>,<hyperedge>
68,None,<hyperedge>,<hyperedge>,69,Laredo,-99.51667,27.5,<hyperedge>,<hyperedge>
68,None,<hyperedge>,<hyperedge>,70,Mirando City,-99.00114,27.43975,<hyperedge>,<hyperedge>
73,CD Juarez,-106.48333,31.73333,74,El Paso,-106.48333,31.73333,0.0,0.0
74,El Paso,-106.48333,31.73333,78,San Antonio Rotary,-98.49363,29.42412,806.56059,3871.49083
76,Dallas,-96.80667,32.78306,77,San Antonio Taylor,-98.49363,29.42412,406.54751,1951.42805
77,San Antonio Taylor,-98.49363,29.42412,78,San Antonio Rotary,-98.49363,29.42412,0.0,0.0
77,San Antonio Taylor,-98.49363,29.42412,79,San Diego,-117.15726,32.71533,1812.29242,8699.00362
