Node 1 (id),Node 2 (id),Path,Delay (mks)
46,27,"[46, 69, 61, 21, 18, 31, 24, 28, 26, 27]",4070.34989
46,28,"[46, 69, 61, 21, 18, 31, 24, 28]",3253.96042
46,29,"[46, 69, 61, 21, 18, 31, 23, 25, 5, 65, 4, 10, 9, 8, 75, 29]",6678.47026
46,30,"[46, 69, 61, 21, 18, 22, 20, 48, 54, 6, 71, 1, 45, 30]",6174.06596
46,31,"[46, 69, 61, 21, 18, 31]",2082.18663
46,32,"[46, 69, 61, 21, 18, 31, 23, 25, 5, 52, 60, 33, 19, 32]",5924.3017
46,33,"[46, 69, 61, 21, 18, 31, 23, 25, 5, 52, 60, 33]",5133.34378
46,34,"[46, 47, 78, 77, 79, 34]",9559.04194
46,35,"[46, 69, 61, 21, 18, 22, 20, 48, 54, 6, 71, 1, 44, 0, 43, 41, 40, 35]",7789.60937
46,36,"[46, 69, 61, 21, 18, 31, 23, 25, 5, 52, 60, 11, 55, 13, 36]",5828.46841
46,37,"[46, 69, 61, 21, 18, 31, 23, 25, 5, 52, 60, 37]",4945.55593
46,38,"[46, 69, 61, 21, 18, 31, 23, 25, 5, 52, 60, 37, 38]",5272.8903
46,39,"[46, 69, 61, 21, 18, 22, 20, 48, 54, 6, 71, 1, 44, 0, 43, 41, 40, 39]",7354.95079
46,40,"[46, 69, 61, 21, 18, 22, 20, 48, 54, 6, 71, 1, 44, 0, 43, 41, 40]",7160.57436
46,41,"[46, 69, 61, 21, 18, 22, 20, 48, 54, 6, 71, 1, 44, 0, 43, 41]",6886.87236
46,42,"[46, 69, 61, 21, 18, 22, 20, 48, 54, 6, 71, 1, 44, 0, 43, 41, 42]",6988.00332
46,43,"[46, 69, 61, 21, 18, 22, 20, 48, 54, 6, 71, 1, 44, 0, 43]",6700.4933
46,44,"[46, 69, 61, 21, 18, 22, 20, 48, 54, 6, 71, 1, 44]",5677.99283
46,45,"[46, 69, 61, 21, 18, 22, 20, 48, 54, 6, 71, 1, 45]",5596.46262
46,46,[46],0
46,47,"[46, 47]",433.23595
46,48,"[46, 69, 61, 21, 18, 22, 20, 48]",3245.59201
46,49,"[46, 47, 78, 17, 49]",1258.35422
46,50,"[46, 69, 68, 70, 50]",1142.08013
46,51,"[46, 69, 68, 67, 51]",845.39309
46,52,"[46, 69, 61, 21, 18, 31, 23, 25, 5, 52]",4200.22911
46,53,"[46, 69, 61, 21, 18, 22, 20, 48, 54, 6, 71, 1, 44, 0, 43, 41, 40, 35, 53]",8102.82631
46,54,"[46, 69, 61, 21, 18, 22, 20, 48, 54]",3722.16395
46,55,"[46, 69, 61, 21, 18, 31, 23, 25, 5, 52, 60, 11, 55]",5223.70849
46,56,"[46, 69, 61, 21, 18, 22, 20, 48, 54, 6, 71, 1, 44, 0, 43, 41, 40, 35, 53, 3, 2, 56]",9814.97157
46,57,"[46, 69, 61, 21, 18, 31, 23, 25, 5, 52, 60, 33, 19, 15, 58, 57]",6860.71306
46,58,"[46, 69, 61, 21, 18, 31, 23, 25, 5, 52, 60, 33, 19, 15, 58]",6164.65061
46,59,"[46, 69, 61, 21, 18, 31, 23, 25, 5, 52, 60, 37, 38, 59]",5633.7328
46,60,"[46, 69, 61, 21, 18, 31, 23, 25, 5, 52, 60]",4721.71772
46,61,"[46, 69, 61]",430.48162
46,62,"[46, 69, 68, 70, 50, 62]",1436.19773
46,63,"[46, 69, 68, 70, 50, 62, 63]",1505.19279
46,64,"[46, 69, 61, 21, 18, 31, 23, 25, 5, 52, 60, 33, 19, 15, 58, 57, 64]",7293.41746
46,65,"[46, 69, 61, 21, 18, 31, 23, 25, 5, 65]",4275.38785
46,66,"[46, 69, 61, 21, 18, 31, 23, 25, 5, 52, 60, 11, 55, 66]",5565.03467
46,67,"[46, 69, 68, 67]",676.72402
46,69,"[46, 69]",430.48162
46,70,"[46, 69, 68, 70]",676.72402
46,71,"[46, 69, 61, 21, 18, 22, 20, 48, 54, 6, 71]",4716.05982
46,72,"[46, 69, 68, 67, 51, 72]",1218.93058
46,73,"[46, 47, 78, 74, 73]",4615.6403
46,74,"[46, 47, 78, 74]",4615.6403
46,75,"[46, 69, 61, 21, 18, 31, 23, 25, 5, 65, 4, 10, 9, 8, 75]",6158.11032
46,76,"[46, 47, 78, 77, 76]",2695.57752
46,77,"[46, 47, 78, 77]",744.14947
46,78,"[46, 47, 78]",744.14947
46,79,"[46, 47, 78, 77, 79]",9443.15309
46,80,"[46, 69, 61, 21, 18, 31, 23, 25, 5, 52, 60, 11, 55, 13, 36, 80]",5954.41273
46,81,"[46, 47, 78, 77, 79, 34, 81]",9958.09613
46,82,"[46, 47, 78, 77, 79, 34, 82]",10258.17111
46,83,"[46, 69, 61, 21, 18, 22, 20, 48, 54, 6, 71, 1, 44, 0, 43, 41, 40, 35, 53, 3, 2, 56, 83]",10442.33488
