Node 1 (id),Node 1 (label),Node 1 (longitude),Node 1 (latitude),Node 2 (id),Node 2 (label),Node 2 (longitude),Node 2 (latitude),Distance (km),Delay (mks)
45,Meerut,77.7,28.98333,124,Ghaziabad,77.43333,28.66667,43.75709,210.03403
46,Delhi,77.22445,28.63576,47,Sonipat,77.01667,28.98333,43.62915,209.41992
46,Delhi,77.22445,28.63576,123,Mathura,77.68333,27.5,134.07609,643.56523
46,Delhi,77.22445,28.63576,124,Ghaziabad,77.43333,28.66667,20.67019,99.21691
46,Delhi,77.22445,28.63576,128,Jaipur,75.81667,26.91667,236.04982,1133.03914
46,Delhi,77.22445,28.63576,128,Jaipur,75.81667,26.91667,236.04982,1133.03914
47,Sonipat,77.01667,28.98333,107,Karnal,76.98333,29.68333,77.90352,373.9369
48,Moradabad,78.78333,28.83333,49,Bareilly,79.41667,28.35,81.92715,393.25032
50,Chennai,80.27847,13.08784,58,Tirupati,79.41667,13.65,112.24681,538.78469
51,Kanchipuram,79.71667,12.83333,58,Tirupati,79.41667,13.65,96.44044,462.91411
51,Kanchipuram,79.71667,12.83333,136,Pondicherry,79.83,11.93,101.19703,485.74574
52,Bangalore,77.60329,12.97623,52,Bangalore,77.60329,12.97623,0.0,0.0
52,Bangalore,77.60329,12.97623,53,Kolar,78.13333,13.13333,60.01313,288.06302
52,Bangalore,77.60329,12.97623,54,Hassan,76.09944,13.00056,162.96448,782.2295
52,Bangalore,77.60329,12.97623,54,Hassan,76.09944,13.00056,162.96448,782.2295
52,Bangalore,77.60329,12.97623,55,Mysore,76.64972,12.30722,127.42887,611.65858
52,Bangalore,77.60329,12.97623,132,Erode,77.73333,11.35,181.38011,870.62453
52,Bangalore,77.60329,12.97623,133,Salem,78.16667,11.65,159.66574,766.39555
53,Kolar,78.13333,13.13333,58,Tirupati,79.41667,13.65,150.23863,721.14542
55,Mysore,76.64972,12.30722,74,Callicut,75.76667,11.25,151.8523,728.89104
56,Ongole,80.05,15.5,57,Vijayavada,80.61667,16.51667,128.25076,615.60365
56,Ongole,80.05,15.5,57,Vijayavada,80.61667,16.51667,128.25076,615.60365
56,Ongole,80.05,15.5,59,Nellore,79.96667,14.43333,118.94559,570.93883
56,Ongole,80.05,15.5,59,Nellore,79.96667,14.43333,118.94559,570.93883
56,Ongole,80.05,15.5,79,Visakhapatnam,83.3,17.7,423.98218,2035.11446
57,Vijayavada,80.61667,16.51667,81,Hyderabad,78.47444,17.37528,247.05172,1185.84826
58,Tirupati,79.41667,13.65,59,Nellore,79.96667,14.43333,105.38868,505.86566
58,Tirupati,79.41667,13.65,59,Nellore,79.96667,14.43333,105.38868,505.86566
60,Raipur,81.63333,21.23333,61,Bhandara,79.65,21.16667,205.74338,987.56822
60,Raipur,81.63333,21.23333,69,Dhenkanal,85.6,20.66667,416.69401,2000.13125
60,Raipur,81.63333,21.23333,71,Jabalpur,79.95006,23.16697,276.14604,1325.50099
61,Bhandara,79.65,21.16667,62,Nagpur,79.1,21.15,57.06447,273.90946
62,Nagpur,79.1,21.15,63,Wardha,78.61667,20.75,67.06272,321.90106
62,Nagpur,79.1,21.15,64,Amravati,77.75,20.93333,142.15944,682.36531
63,Wardha,78.61667,20.75,80,Chandrapur,79.3,19.95,113.96593,547.03646
64,Amravati,77.75,20.93333,65,Buldhana,76.18333,20.53333,168.88493,810.64766
65,Buldhana,76.18333,20.53333,98,Jalgaon,75.56667,21.01667,83.65832,401.55994
66,Akola,77.0,20.73333,98,Jalgaon,75.56667,21.01667,152.21302,730.6225
67,Khandwa,76.33333,21.83333,87,Dhar,75.3,22.6,136.3158,654.31584
67,Khandwa,76.33333,21.83333,98,Jalgaon,75.56667,21.01667,120.59707,578.86594
68,Bhubaneshwar,85.83333,20.23333,69,Dhenkanal,85.6,20.66667,53.97023,259.0571
69,Dhenkanal,85.6,20.66667,79,Visakhapatnam,83.3,17.7,408.83533,1962.40958
71,Jabalpur,79.95006,23.16697,72,Damoh,79.45,23.83333,89.94642,431.74282
71,Jabalpur,79.95006,23.16697,95,Indore,75.8333,22.71792,424.48391,2037.52277
72,Damoh,79.45,23.83333,73,Sagar,78.71667,23.83333,74.58893,358.02686
73,Sagar,78.71667,23.83333,96,Vidisha,77.81667,23.53333,97.52901,468.13925
73,Sagar,78.71667,23.83333,120,Rajgarh,76.71667,24.0,204.13579,979.85179
75,Nanded,77.33333,19.15,82,Sangareddy,78.09167,17.62944,187.05569,897.86731
75,Nanded,77.33333,19.15,97,Aurangabad,75.33333,19.88333,224.9115,1079.5752
76,Ahmednagar,74.73333,19.08333,77,Pune,73.85535,18.51957,111.67186,536.02493
76,Ahmednagar,74.73333,19.08333,97,Aurangabad,75.33333,19.88333,108.94519,522.93691
76,Ahmednagar,74.73333,19.08333,99,Nasik,73.8,19.98333,139.9333,671.67984
77,Pune,73.85535,18.51957,78,Satara,73.98333,17.68333,93.9643,451.02864
77,Pune,73.85535,18.51957,102,Mumbai,72.84794,19.01441,119.48607,573.53314
78,Satara,73.98333,17.68333,84,Kolhapur,74.21667,16.7,112.11555,538.15464
78,Satara,73.98333,17.68333,85,Sangli,74.56417,16.85438,110.90519,532.34491
80,Chandrapur,79.3,19.95,81,Hyderabad,78.47444,17.37528,299.21157,1436.21554
81,Hyderabad,78.47444,17.37528,82,Sangareddy,78.09167,17.62944,49.46089,237.41227
83,Chandigarh,76.7933,30.7343,86,Ambala,76.78083,30.37833,39.60006,190.08029
83,Chandigarh,76.7933,30.7343,141,Ludhiana,75.85,30.9,91.94506,441.33629
84,Kolhapur,74.21667,16.7,85,Sangli,74.56417,16.85438,40.78414,195.76387
86,Ambala,76.78083,30.37833,107,Karnal,76.98333,29.68333,79.70123,382.5659
87,Dhar,75.3,22.6,88,Ujjain,75.76667,23.18333,80.57598,386.7647
87,Dhar,75.3,22.6,95,Indore,75.8333,22.71792,56.27204,270.10579
88,Ujjain,75.76667,23.18333,93,Bhopal,77.4,23.26667,167.15647,802.35106
88,Ujjain,75.76667,23.18333,94,Ratlam,75.06667,23.31667,73.03614,350.57347
88,Ujjain,75.76667,23.18333,95,Indore,75.8333,22.71792,52.199,250.5552
89,Gandhinagar,72.68333,23.21667,90,Himmatnagar,72.95,23.6,50.56992,242.73562
89,Gandhinagar,72.68333,23.21667,92,Anand,72.93333,22.56667,76.67953,368.06174
90,Himmatnagar,72.95,23.6,91,Ahmedabad,72.61667,23.03333,71.61639,343.75867
91,Ahmedabad,72.61667,23.03333,92,Anand,72.93333,22.56667,61.20636,293.79053
91,Ahmedabad,72.61667,23.03333,94,Ratlam,75.06667,23.31667,252.41523,1211.5931
91,Ahmedabad,72.61667,23.03333,105,Godhra,73.63333,22.75,108.80469,522.26251
93,Bhopal,77.4,23.26667,120,Rajgarh,76.71667,24.0,107.21309,514.62283
94,Ratlam,75.06667,23.31667,126,Bhilwara,74.63333,25.35,230.31865,1105.52952
95,Indore,75.8333,22.71792,96,Vidisha,77.81667,23.53333,222.15969,1066.36651
95,Indore,75.8333,22.71792,120,Rajgarh,76.71667,24.0,168.68506,809.68829
97,Aurangabad,75.33333,19.88333,98,Jalgaon,75.56667,21.01667,128.34507,616.05634
98,Jalgaon,75.56667,21.01667,100,Dhulia,74.78333,20.9,82.36869,395.36971
98,Jalgaon,75.56667,21.01667,104,Surat,72.83333,21.16667,284.05828,1363.47974
99,Nasik,73.8,19.98333,100,Dhulia,74.78333,20.9,144.52126,693.70205
99,Nasik,73.8,19.98333,102,Mumbai,72.84794,19.01441,146.85341,704.89637
101,Valsad,72.93333,20.63333,102,Mumbai,72.84794,19.01441,180.23714,865.13827
101,Valsad,72.93333,20.63333,104,Surat,72.83333,21.16667,60.2076,288.99648
103,Bharuch,72.96667,21.7,104,Surat,72.83333,21.16667,60.88835,292.26408
103,Bharuch,72.96667,21.7,106,Baroda,73.2,22.3,70.92129,340.42219
105,Godhra,73.63333,22.75,106,Baroda,73.2,22.3,66.96821,321.44741
108,Talwandi Bahi,74.93333,30.85,141,Ludhiana,75.85,30.9,87.66081,420.77189
109,Kollam,76.6,8.88333,110,Ernakulam,76.28333,9.98333,127.15094,610.32451
109,Kollam,76.6,8.88333,116,Trivandrum,76.91667,8.48333,56.47934,271.10083
110,Ernakulam,76.28333,9.98333,111,Thiruvalla,76.56667,9.38333,73.59134,353.23843
110,Ernakulam,76.28333,9.98333,111,Thiruvalla,76.56667,9.38333,73.59134,353.23843
110,Ernakulam,76.28333,9.98333,112,Kottayem,76.51667,9.58333,51.30356,246.25709
112,Kottayem,76.51667,9.58333,117,Allepey,76.31667,9.48333,24.58961,118.03013
113,Tirunelveli,77.7,8.73333,114,Tiruchendur,78.11667,8.48333,53.58441,257.20517
113,Tirunelveli,77.7,8.73333,115,Kanyakumari,77.56667,8.08333,73.7497,353.99856
113,Tirunelveli,77.7,8.73333,129,Sivakasi,77.81667,9.45,80.7131,387.42288
113,Tirunelveli,77.7,8.73333,144,Madural,78.11667,9.93333,141.04851,677.03285
114,Tiruchendur,78.11667,8.48333,115,Kanyakumari,77.56667,8.08333,75.10557,360.50674
115,Kanyakumari,77.56667,8.08333,116,Trivandrum,76.91667,8.48333,84.22448,404.2775
119,Gwalior,78.17917,26.22361,120,Rajgarh,76.71667,24.0,287.7724,1381.30752
119,Gwalior,78.17917,26.22361,122,Agra,78.01667,27.18333,107.92987,518.06338
120,Rajgarh,76.71667,24.0,125,Kota,75.83333,25.18333,159.02778,763.33334
121,Ajmer,74.63333,26.45,128,Jaipur,75.81667,26.91667,128.50981,616.84709
122,Agra,78.01667,27.18333,123,Mathura,77.68333,27.5,48.20719,231.39451
125,Kota,75.83333,25.18333,127,Tonk,75.78333,26.16667,109.45717,525.39442
126,Bhilwara,74.63333,25.35,127,Tonk,75.78333,26.16667,146.66141,703.97477
126,Bhilwara,74.63333,25.35,128,Jaipur,75.81667,26.91667,210.47745,1010.29176
127,Tonk,75.78333,26.16667,128,Jaipur,75.81667,26.91667,83.46211,400.61813
129,Sivakasi,77.81667,9.45,130,Trichy,78.69875,10.80289,178.75376,858.01805
129,Sivakasi,77.81667,9.45,143,Ramanathapuram,78.83333,9.38333,111.77015,536.49672
129,Sivakasi,77.81667,9.45,144,Madural,78.11667,9.93333,63.00512,302.42458
130,Trichy,78.69875,10.80289,134,Palladam,77.3,10.98333,154.04345,739.40856
131,Tirupur,77.35,11.1,132,Erode,77.73333,11.35,50.20712,240.99418
133,Salem,78.16667,11.65,136,Pondicherry,79.83,11.93,183.70896,881.80301
134,Palladam,77.3,10.98333,135,Chidambaram,79.7,11.4,265.85979,1276.12699
135,Chidambaram,79.7,11.4,136,Pondicherry,79.83,11.93,60.6098,290.92704
137,Pathankot,75.65,32.28333,138,Hoshiarpur,75.91722,31.53222,87.24533,418.77758
137,Pathankot,75.65,32.28333,139,Amritsar,74.86556,31.63306,103.46449,496.62955
138,Hoshiarpur,75.91722,31.53222,140,Jalandhar,75.57917,31.32556,39.45678,189.39254
140,Jalandhar,75.57917,31.32556,141,Ludhiana,75.85,30.9,53.88828,258.66374
140,Jalandhar,75.57917,31.32556,141,Ludhiana,75.85,30.9,53.88828,258.66374
141,Ludhiana,75.85,30.9,142,Patiala,76.40028,30.32667,82.68782,396.90154
